# Hasimoto simple-cubic correction, a=1.0, L=5
# Q(L) = 1 - 2.8373*(a/L) + (4*pi/3)*(a/L)**3 = 0.46605032
# columns 1-6 (x,y,z,Ux,Uy,Uz) divided by Q(L); t and W unchanged
# t  x  y  z  Ux  Uy  Uz  Wx  Wy  Wz
 3.50000000E-01  1.88754752E-01 -1.68480492E-05 -4.93200310E-05 -2.42127068E-02 -2.97092197E-05 -2.85657769E-05 -1.26747626E-07  1.10150863E-06 -4.32064230E-07
 3.55000000E-01  1.88642759E-01 -1.69959171E-05 -4.94619629E-05 -2.10576574E-02 -2.92664677E-05 -2.80426774E-05 -1.23025266E-07  1.07659642E-06 -3.95168891E-07
 3.60000000E-01  1.88545358E-01 -1.71411425E-05 -4.96008685E-05 -1.83139081E-02 -2.86885756E-05 -2.73898322E-05 -1.18319472E-07  1.04339673E-06 -3.61581044E-07
 3.65000000E-01  1.88460648E-01 -1.72831407E-05 -4.97361856E-05 -1.59278249E-02 -2.80058352E-05 -2.66364226E-05 -1.12936161E-07  1.00414325E-06 -3.30984902E-07
 3.70000000E-01  1.88386974E-01 -1.74214630E-05 -4.98674841E-05 -1.38527694E-02 -2.72434570E-05 -2.58070263E-05 -1.07119446E-07  9.60661385E-07 -3.03096508E-07
 3.75000000E-01  1.88322898E-01 -1.75557743E-05 -4.99944459E-05 -1.20481858E-02 -2.64223652E-05 -2.49222778E-05 -1.01062401E-07  9.14433442E-07 -2.77660561E-07
 3.80000000E-01  1.88267169E-01 -1.76858334E-05 -5.01168454E-05 -1.04788080E-02 -2.55598712E-05 -2.39994344E-05 -9.49160970E-08  8.66654038E-07 -2.54447486E-07
 3.85000000E-01  1.88218698E-01 -1.78114766E-05 -5.02345354E-05 -9.11396891E-03 -2.46702437E-05 -2.30528653E-05 -8.87971568E-08  8.18277250E-07 -2.33250771E-07
 3.90000000E-01  1.88176540E-01 -1.79326037E-05 -5.03474333E-05 -7.92700116E-03 -2.37651929E-05 -2.20944725E-05 -8.27940808E-08  7.70056631E-07 -2.13884546E-07
 3.95000000E-01  1.88139873E-01 -1.80491671E-05 -5.04555096E-05 -6.89471499E-03 -2.28542793E-05 -2.11340527E-05 -7.69725149E-08  7.22579131E-07 -1.96181411E-07
 4.00000000E-01  1.88107980E-01 -1.81611612E-05 -5.05587790E-05 -5.99694479E-03 -2.19452605E-05 -2.01796089E-05 -7.13796312E-08  6.76293786E-07 -1.79990464E-07
 4.05000000E-01  1.88080240E-01 -1.82686149E-05 -5.06572909E-05 -5.21615467E-03 -2.10443830E-05 -1.92376185E-05 -6.60477609E-08  6.31535974E-07 -1.65175555E-07
 4.10000000E-01  1.88056111E-01 -1.83715846E-05 -5.07511239E-05 -4.53709538E-03 -2.01566301E-05 -1.83132637E-05 -6.09974057E-08  5.88547861E-07 -1.51613736E-07
 4.15000000E-01  1.88035123E-01 -1.84701484E-05 -5.08403795E-05 -3.94650613E-03 -1.92859294E-05 -1.74106294E-05 -5.62397289E-08  5.47495617E-07 -1.39193877E-07
 4.20000000E-01  1.88016867E-01 -1.85644013E-05 -5.09251759E-05 -3.43285522E-03 -1.84353295E-05 -1.65328731E-05 -5.17786069E-08  5.08483877E-07 -1.27815440E-07
 4.25000000E-01  1.88000987E-01 -1.86544515E-05 -5.10056459E-05 -2.98611460E-03 -1.76071477E-05 -1.56823712E-05 -4.76123051E-08  4.71567849E-07 -1.17387368E-07
 4.30000000E-01  1.87987173E-01 -1.87404167E-05 -5.10819315E-05 -2.59756362E-03 -1.68030955E-05 -1.48608439E-05 -4.37348445E-08  4.36763405E-07 -1.07827109E-07
